texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
"Het is echt een prachtige plek,  met een heerlijke buitenruimte,  grote kamers, een zwembad,  een lekker ontbijt,  fatsastisch uitzicht op El arenal vanaf het terras,  overal kolibries en vijvers in de prachtige tuin,  een heel erg vriendelijk personeel Niks,  echt top",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Es un lugar realmente hermoso, con un hermoso espacio al aire libre, amplias habitaciones, piscina, un delicioso desayuno, una vista fantástica de El Arenal desde la terraza, colibríes por todas partes y estanques en el hermoso jardín, un personal muy amable. Nada, realmente genial.",
"Tolle Lage in der Nähe der großen Attraktionen. Wunderschöner sauberer Bungalow mit Terrasse und Vulkanblick, alles in einem
Wunderschön angelegten Garten!",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Excelente ubicación cerca de las principales atracciones. Hermoso bungalow limpio con terraza y vista al volcán, todo en uno.
¡Hermoso jardín paisajístico!",
"To był raj na ziemi.Zachwycający ogród w którym poczujesz się jak w raju, piękny basen i jacuzzi, piękny widok na wulkan prosto z tarasu,mnóstwo ptaków , kolibry naokoło.Obsluga przemiła i pomocna.Cisza i spokój, tylko śpiew ptaków Pokój czysty, ładny.Nic więcej nie trzeba było. Sklep i restauracje w poblizu.Jeden z najlepszych hoteli w których byłam.Dla miłosników roślin egzotyki to miejsce top one .Miejsce do którego bysmy  wrocili .Jesteśmy pod wrażeniem tego miejsca.Warte każdej ceny jak chcesz poczuć Kostarykę.Dziękujemy za wszystko.Pura Vida. Rajski ogród jak z bajki.Lokalizacja i widok na wulkan",5,Hotel Roca Negra del Arenal,alojamiento,booking,pl,"Era un paraíso en la tierra. Un encantador jardín donde te sentirás como en el paraíso, una hermosa piscina y jacuzzi, una hermosa vista del volcán directamente desde la terraza, muchas aves, colibríes por todos lados. El servicio fue muy agradable y servicial. Paz y tranquilidad, sólo el canto de los pájaros. La habitación estaba limpia y era bonita. No hacía falta nada más. Tiendas y restaurantes cercanos. Uno de los mejores hoteles en los que he estado. Para los amantes de las plantas exóticas, este es un lugar privilegiado. Un lugar al que volveríamos. Estamos impresionados con este lugar. Vale la pena cada precio si quieres sentir Costa Rica. Gracias por todo. Pura Vida. Un jardín paradisíaco como de cuento de hadas. Ubicación y vista del volcán.",
"Superleuk, mooi groen, kamer met uitzicht op de vulkaan en de binnentuin. Prima lokatie en ontbijt wordt vers bereid. Niets!",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Muy linda, hermosa habitación verde con vista al volcán y al patio. Excelente ubicación y el desayuno está recién preparado. ¡Nada!",
"Sehr schöne und gepflegte Anlage mit direkter Sicht zum Arenal, traumhaft. Danke Elisabeth für den freundlichen Empfang und deine hilfsbereitschaft. Das Frühstück war sehr lecker. ./.",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Instalaciones muy bonitas y cuidadas con vista directa al Arenal, fantástico. Gracias Elisabeth por la cálida bienvenida y tu ayuda. El desayuno era muy sabroso. ./.",
"Heel mooi huisje gelegen in een paradijs van planten en bloemen. Ons huisje had zelfs uitzicht op de vulkaan. Zeer vriendelijke eigenaressse. Prachtig huisje met grote zeer mooie badkamer en grote slaapkamer met koelkast en luie stoel. Heerlijk groot terras met hangmat en 2 luie fauteuils. Heel veel kolibries in de tuin gezien. Tuin is zo groot dat je er een mooie wandeling kunt maken. Mooi zwembad Pooltafel en andere spellen. Vlakbij allerlei restaurants, een mooie waterval en het vulkaanpark.",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Muy linda casa ubicada en un paraíso de plantas y flores. Nuestra casa incluso tenía vistas al volcán. Propietario muy amable. Hermosa casa con baño grande y muy bonito y dormitorio grande con refrigerador y sillón. Preciosa terraza grande con hamaca y 2 sillones. Vi muchos colibríes en el jardín. El jardín es tan grande que se puede dar un agradable paseo hasta allí. Bonita piscina Mesa de billar y otros juegos. Cerca de todo tipo de restaurantes, una hermosa cascada y el parque del volcán.",
"Supervriendelijke ontvangst met goede tips. Als je uitstappen of transfer wil plannen, boek het hier! Het komt goedkoper uit😀. Prachtige tuin! Ontbijten kan soms ter plaatse maar er is voldoende keuze in de buurt.",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Bienvenida super amable y con buenos consejos. Si quieres planificar un viaje o traslado, ¡resérvalo aquí! Sale más barato. ¡Hermoso jardín! A veces se puede desayunar en el establecimiento, pero hay muchas opciones cerca.",😀
Het bed sliep zalig en was extra groot. Daarnaast was het ontbijt top! /,5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"La cama dormía de maravilla y era extra grande. Además, ¡el desayuno estuvo genial! /",
"Das Hotel Roca Negra liegt etwas oberhalb von La Fortuna. Die Unterkunft hat einen tollen gepflegten Garten mit direktem Blick auf den Vulkan. Die Zimmer verfügen alle über eine tolle überdachte Terrasse mit Schaukelstühlen & einer Hängematte, in denen man sich von den zahlreichen möglichen Ausflügen in der Region erholen kann. Das Zimmer war gemütlich & sauber.  Wir haben unseren Aufenthalt sehr genossen. Bezahlung war nur mit Cash möglich- fanden wir etwas umständlich.",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"El Hotel Roca Negra está situado justo encima de La Fortuna. El alojamiento tiene un gran jardín bien cuidado con vista directa al volcán. Todas las habitaciones disponen de una gran terraza cubierta con mecedoras y una hamaca, donde podrá relajarse tras las numerosas excursiones posibles por la región. La habitación era acogedora y limpia.  Realmente disfrutamos de nuestra estancia. El pago sólo era posible en efectivo; nos pareció un poco complicado.",
Die Aussicht direkt auf den Vulkan war wirklich wunderschön. Sehr gepflegte Anlage und das Personal war äusserst zuvorkommend und hat uns gute Restaurants- und Ausflugstipps gegeben. -,5,Hotel Roca Negra del Arenal,alojamiento,booking,de,La vista directa del volcán era realmente hermosa. Instalaciones muy bien cuidadas y el personal fue extremadamente servicial y nos dio buenos consejos sobre restaurantes y excursiones. -,
"Les petites maisonettes sont superbe et le lieu est très accueillant. La piscine est super avec un espace jeu (ping-pong, billard, babyfoot).",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Las casitas son magníficas y el lugar es muy acogedor. La piscina es estupenda con zona de juegos (ping-pong, billar, futbolín).",
"Dejlig hus på lukket grund med fantastisk smuk have , hvor kolibrierne fløj omkring. Dejlig pool. Har intet at være utilfreds over.",5,Hotel Roca Negra del Arenal,alojamiento,booking,da,"Bonita casa en un terreno cerrado con un jardín increíblemente hermoso, donde volaban los colibríes. Bonita piscina. No tengas nada por qué estar infeliz.",
"Mooie schone kamer met kingsize bed en airco. Een mooie tuin met veel vogels. Wij hadden kamer 7, met uitzicht op de vulkaan. Het was bewolkt toen wij er waren, dus we hebben de vulkaan vanaf de accommodatie niet helemaal kunnen zien. Dichtbij het centrum",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Bonita habitación limpia con cama king size y aire acondicionado. Un hermoso jardín con muchas aves. Teníamos la habitación 7, con vista al volcán. Estaba nublado cuando estuvimos allí, por lo que no pudimos ver completamente el volcán desde el alojamiento. Cerca del centro",
"Wat een top verblijf, de foto's doen echt onder van de werkelijkheid. Het is zo mooi met zo'n mooie tuin! We hadden een prive huisje (casita) en die is super ruim, met een heerlijke buitenruimte en prive parkeerplaats. Ontvangst was super vriendelijk, onbijt is top, locatie is top, overal dichtbij!",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Que gran estancia, las fotos realmente no coinciden con la realidad. ¡Es tan hermoso con un jardín tan hermoso! Teníamos una casa privada (casita) y era súper espaciosa, con un hermoso espacio al aire libre y estacionamiento privado. La recepción fue muy amable, el desayuno es excelente, la ubicación es excelente, ¡cerca de todo!",
"Hele aardige gastvrouw, zeer schone en charmante huisjes",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Anfitriona muy agradable, casas muy limpias y con encanto.",
"Wir waren unglaubliche positiv überrascht, hatten mit deutlich einfacherem gerechnet.
Super schönes Zimmer, die Zimmer sind jeweils eigene Bungalows, jeweils mit eigener Terrasse.
Neben dem Pool gibt es auch noch einen jacuzzi, welcher nach einem langen Tag auf dem Vulkan definitiv gelegen kam, ansonsten gibts auch noch tischkicker oder billiard.
Das Personal ist super freundlich & lustig.
Das Frühstück war auch top ! Das WLAN war manchmal ein wenig instabil, das ist aber im Urlaub vielleicht gar nicht so schlecht",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Nos sorprendió muchísimo y esperábamos que fuera mucho más fácil.
Habitación súper bonita, cada una de las habitaciones es su propio bungalow, cada una con su propia terraza.
Además de la piscina, también hay un jacuzzi, que sin duda fue útil después de un largo día en el volcán, y también hay futbolín y billar.
El personal es super amable y divertido.
¡El desayuno también fue genial! El WiFi era un poco inestable a veces, pero eso podría no ser tan malo en vacaciones.",
"Stanze grandi, letti queen size comodi in spaziosi bungalow situati in un bel giardino. La pulizia, la flessibilità e la simpatia dell’incaricata della reception. Il pagamento è richiesto solo in cash.",5,Hotel Roca Negra del Arenal,alojamiento,booking,it,"Amplias habitaciones, cómodas camas tamaño queen en espaciosos bungalows ubicados en un hermoso jardín. La limpieza, flexibilidad y amabilidad de la recepcionista. El pago se requiere únicamente en efectivo.",
חדרים נוחים צוות מצוין תמורה טובה מאוד למחיר,5,Hotel Roca Negra del Arenal,alojamiento,booking,he,"Habitaciones cómodas, personal excelente, muy buena relación calidad-precio.",
Whirlpool war super. Sehr netter Personal. Schöne Unterkunft,5,Hotel Roca Negra del Arenal,alojamiento,booking,de,El jacuzzi era genial. Personal muy agradable. Buen alojamiento,
Prachtig gelegen kleinschalig hotel met fijne schone kamers in een prachtige overdadige tuin! Het uitzicht op de Arenal was adembenemend! Fijn zwembad bij het hotel en een recreatie ruimte met pool tafel ea spellen. Vriendelijk en zeer behulpzaam personeel. Gelegen in leuk plaatsje. Het ontbijt was matig maar niet duur.,5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,Hotel de pequeña escala bellamente ubicado con habitaciones bonitas y limpias en un hermoso y espléndido jardín. ¡La vista del Arenal era impresionante! Bonita piscina en el hotel y sala de recreación con mesa de billar y otros juegos. Personal amable y muy servicial. Situado en un bonito pueblo. El desayuno era mediocre pero no caro.,
"Sehr schöne Anlage, viele Tiere, sehr hilfsbereites Personal, toller Pool, tolle Lage (Blick auf den Vulkan) nichts auszusetzen.",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Instalaciones muy bonitas, muchos animales, personal muy servicial, gran piscina, excelente ubicación (vista al volcán), nada de qué quejarse.",
Erg mooie huisjes midden in de natuur! De medewerkers zijn erg vriendelijk en behulpzaam. Hotel Roca Negra ligt net iets buiten het centrum van La Fortuna maar heel dichtbij alle bezienswaardigheden. Daarnaast zijn er een aantal leuke restaurantjes in de omgeving. Echt een aanrader!,5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,Casas muy bonitas en plena naturaleza! Los empleados son muy amables y serviciales. El Hotel Roca Negra está situado a las afueras del centro de La Fortuna pero muy cerca de todos los lugares de interés. También hay varios buenos restaurantes en la zona. ¡Muy recomendado!,
"La chambre était spacieuse, comfortable et très propre. Le personnel est adorable et vous conseil sur des activités top à faire. Le cadre est magnifique, le jardin/jungle est super beau et la vue de la chambre sublime (vue sur le volcan). Séjour parfait mais le petit déjeuner ne valait pas trop le coup à notre goût",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"La habitación era espaciosa, cómoda y muy limpia. El personal es encantador y puede aconsejarle sobre excelentes actividades para realizar. El entorno es magnífico, el jardín/jungla es súper hermoso y la vista desde la habitación es sublime (vista al volcán). Estancia perfecta pero el desayuno no valió la pena para nuestro gusto.",
"Eine traumhafte Anlage im grünen Gartenpark! Pflanzen  Tiere fast wie im Regenwald  und sehr schöne gepflegte Hütten mit schönen Terrassen. Schöner Pool und Spielgelegenheiten (Billard, Kicker, Tischtennis) und sagenhafter Blick auf den Vulkan.. die Bilder in Booking lügen nicht! Sehr empfehlenswert -",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"¡Una instalación fantástica en el parque verde del jardín! Plantas, animales casi como en la selva tropical y cabañas muy bonitas y bien cuidadas con hermosas terrazas. Hermosa piscina e instalaciones de juegos (billar, futbolín, tenis de mesa) y una vista fabulosa del volcán... ¡las fotos de la reserva no mienten! Altamente recomendado -",
"De setting met pooltafel, tafeltennis, hottub etc en de (nieuwe) kamers Een avond wat herrie van het overliggende hotel maar was gelukkig alleen bij het zwembad",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"El entorno con mesa de billar, ping-pong, jacuzzi, etc. y las (nuevas) habitaciones. Algo de ruido del hotel de enfrente una noche, pero afortunadamente solo estaba en la piscina.",
"위치, 청결, 객실 나 인테리어, 직원들 친절 수영장이 2개라 기록되었는데, 사이즈가 아주 작았고, 온천수가 아니었음.",5,Hotel Roca Negra del Arenal,alojamiento,booking,ko,"Ubicación, limpieza, habitaciones e interior, personal amable. Se registró que había dos piscinas, pero eran muy pequeñas y no tenían agua termal.",
"Prachtig huisje in een heerlijke tuin met kolibri’s, toekans en uitzicht oo de vulkaan. Heerlijk zwembad.",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Hermosa casa en un hermoso jardín con colibríes, tucanes y vista al volcán. Preciosa piscina.",
"Die Unterkunft hat sehr schöne, gut ausgestattete, große Häuschen in einem wundervollen Garten. Das Personal ist sehr freundlich und der Pool ist toll",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"El alojamiento dispone de casas grandes, muy bonitas y bien equipadas, rodeadas de un maravilloso jardín. El personal es muy amable y la piscina es genial.",
Het wandelpad door de tuinen en het zwembad. Niets,5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,El paseo por los jardines y la piscina. Nada,
"Superbe emplacement, chambre très propre avec une très belle vue sur le volcan.",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Excelente ubicación, habitación muy limpia con una hermosa vista al volcán.",
"Ubicación , instalaciones de 100! Nada en contra, todo perfecto",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Ubicación , instalaciones de 100! Nada en contra, todo perfecto",
"- Toller Pool und Wirlpool
- Ping-Pong Tisch
- Schöne Hotelanlage
- Parkplatz vor dem Haus
- Abgesperrte Hotelanlage
- Klimaanlage
- Eigner Balkon und kleine Terrasse mit Schaukelstühlen - Die Häuser haben zwei Wohnungen. Wenn beide belegt sind, hört man den Nachbarn sehr gut durch die Wände.",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"- Gran piscina e hidromasaje.
- Mesa de ping pong
- Hermoso complejo hotelero
- Plaza de aparcamiento delante de la casa.
- Complejo hotelero acordonado.
- Aire acondicionado
- Balcón del propietario y pequeña terraza con mecedoras - Las casas tienen dos apartamentos. Si ambos están ocupados, podrás escuchar muy bien a tus vecinos a través de las paredes.",
"TB chambre confortable, belle piscine, jacuzzi, billard, … Les petits déjeuner très basiques.",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"TB habitación cómoda, hermosa piscina, jacuzzi, billar,… Desayunos muy básicos.",
"Très bien situé, personnel très bien, et des colibris dans le jardin!",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Excelente ubicación, excelente personal y colibríes en el jardín.",
"Nous avons passé quelques jours merveilleux. Le personnel est adorable, l'hôtel est absolument magnifique, l'espace piscine incroyable. Un espace de jeux vraiment chouette. Belle chambre bien équipée !",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Pasamos unos días maravillosos. El personal es encantador, el hotel es absolutamente hermoso y la zona de la piscina es increíble. Una zona de juegos muy bonita. Hermosa habitación bien equipada!",
"La maisonnette avec terrasse a l’avant et vue sur le volcan, magnifique. Très propre et très intime. Petit déjeuner très bien. Tout était extrêmement propre dont la piscine sauf à un moment il y avait beaucoup de caca dans l’eau que nous avons retiré avec une puise. Nous n’avons plus eu envie de nous baigner ensuite",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"La cabaña con terraza al frente y una magnífica vista al volcán. Muy limpio y muy privado. Desayuno muy bueno. Todo estaba extremadamente limpio, incluida la piscina, excepto que en un momento había mucha caca en el agua que retiramos con un fregadero. Ya no queríamos nadar",
"Les jardins sont magnifiques. L’espace piscine/jacuzzi est très bien. 
Le petit-déjeuner est un bon rapport qualité prix pour le secteur et un vrai plus car il est servi à partir de 6:00.
Notre chambre familiale était parfaite. La terrasse donne sur le volcan Arenal. 
Nous recommandons vivement cet hôtel comme point de chute pour cette région. 
Le soir pas besoin de prendre la voiture pour dîner car il y a plusieurs soda et restaurant tout autour de l’hôtel. Il y a également des magasins à proximité.
La gérante est très agréable également et prête à renseigner. Rien",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Los jardines son magníficos. La zona de piscina/jacuzzi es muy buena. 
El desayuno tiene una buena relación calidad-precio para la zona y es una verdadera ventaja, ya que se sirve a partir de las 6:00.
Nuestra habitación familiar era perfecta. La terraza tiene vista al Volcán Arenal. 
Recomendamos encarecidamente este hotel como base para esta zona. 
Por la noche, no es necesario coger el coche para cenar porque hay varios refrescos y restaurantes alrededor del hotel. También hay tiendas cercanas.
El gerente también es muy agradable y está dispuesto a proporcionar información. Nada",
"Het hotel ligt in een prachtig aangelegde tuin waar de kolibri's je om de oren vliegen. De kamers zijn ruim en de bedden zijn erg goed. Bij het hotel is een klein zwembad waarin je kan afkoelen. De locatie is super: het hotel bevindt zich aan de rand van La Fortuna en op 10-20 minuten rijden bevinden zich de topattracties zoals de Arenal, de hangende bruggen van Mistico en de warmwater bronnen. In de directe omgeving bevinden zich diverse goede restaurants. Het ontbijt is enigszins prijzig ($7 p.p.) voor wat je krijgt",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"El hotel está situado en un hermoso jardín donde los colibríes vuelan alrededor de sus oídos. Las habitaciones son amplias y las camas son muy buenas. El hotel dispone de una pequeña piscina donde poder refrescarse. La ubicación es magnífica: el hotel está en las afueras de La Fortuna y a 10-20 minutos en coche de las principales atracciones como el Arenal, los Puentes Colgantes Místico y las aguas termales. En las inmediaciones hay varios buenos restaurantes. El desayuno es algo caro ($7 p.p.) para lo que obtienes.",
De locatie was heerlijk temidden in een heerlijke tuin met veel vogels en schitterende bloemen. Personeel was erg behulpzaam en aardig. Ontbijtje was ook lekker. Overal dichtbij. Niets,5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,La ubicación era maravillosa en medio de un hermoso jardín con muchos pájaros y hermosas flores. El personal fue muy servicial y agradable. El desayuno también era delicioso. Cerca de todo. Nada,
"Les jardins sont magnifiques.  Le lieu est sécuritaire, soigné et paisible.  Grandes chambres et balcon bien emménagé pour le repos.  Plusieurs très bons restaurants sont à distance de marche (La cava, Piura). De belles randonnées sont à proximité.  Belle vue du volcan Arenal. Rien du tout!",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Los jardines son magníficos.  El lugar es seguro, limpio y tranquilo.  Amplias habitaciones y balcón bien equipado para descansar.  Varios restaurantes muy buenos se encuentran a poca distancia (La cava, Piura). Hermosas caminatas están cerca.  Hermosa vista del Volcán Arenal. ¡Nada en absoluto!",
"Wunderschön angelegte Anlage. Kolibris überall. Super Ausgangspunkt für viele Aktivitäten wie
Hanging Bridges NP
Zip Lining
El Salto Rope Swing
El Mirador Silencio
Hot Springs 
Viele Restaurants in der Nähe",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Instalaciones bellamente ajardinadas. Colibríes por todas partes. Excelente punto de partida para muchas actividades como
Puentes Colgantes NP
Forro con cremallera
Columpio de Cuerda El Salto
El Mirador Silencio
aguas termales 
Muchos restaurantes cerca",
"Gentillesse du personnel
Ambiance de établissement 
Emplacement Rien!",5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Amabilidad del personal
Ambiente de establecimiento 
Ubicación ¡Nada!",
Het uitzicht op de vulkaan,4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,La vista del volcán,
"De ligging Basic en wat gedateerde  kamer en geen/weinig buitenruimte om buiten de kamer te zitten. 
Ons slot was kapot, maar deze is de volgende dag gemaakt. 
Eten bij inbegrepen, geen groot ontbijt maar wel prima.",4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"La ubicación Habitación básica y algo anticuada y poco o ningún espacio al aire libre para sentarse fuera de la habitación. 
Nuestra cerradura estaba rota, pero la arreglaron al día siguiente. 
Comida incluida, no es un gran desayuno pero está bien.",
"Le cadre verdoyant et le personnel très agréable et serviable 
Joli piscine et jacuzzi avec espace jeux familial Problème D humidité avec moisissures et bruyant par la proximité de la route",3,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"El entorno verde y el personal muy agradable y servicial. 
Linda piscina y jacuzzi con área de juegos familiares Problema de humedad con moho y ruido por la cercanía de la carretera",
Die Lage war super und es war alles sehr sauber.,4,Hotel Roca Negra del Arenal,alojamiento,booking,de,La ubicación era estupenda y todo estaba muy limpio.,
Der Garten mit den Tieren und Pflanzen Sauberkeit und die Kommunikation war nicht so freundlich,3,Hotel Roca Negra del Arenal,alojamiento,booking,de,El jardín con los animales y las plantas estaba limpio y la comunicación no era tan amigable.,
"Super breed bed, Leuk terrasje Super gehorige kamers, je kunt woordelijk horen wat de buren zeggen en de evt. rest. Ligt direct aan de doorgaande weg met daardoor veel verkeerslawaai",4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Cama súper amplia, bonita terraza. Habitaciones muy ruidosas, se escucha literalmente lo que dicen los vecinos y lo que puede pasar. descansar. Ubicado directamente en la carretera principal, con mucho ruido de tráfico.",
"Hoed bed, ijskasje en vriezr, goede airco Gevoel van een camping",4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Sombrero-cama, nevera y congelador, buen aire acondicionado. Sensación de camping",
"Gepflegte Anlage, modern, sauber, wunderschöner Garten, Kaffee/Tee wird kostenlos angeboten (offener und frei zugänglicher Aussenbereich) Die Lage direkt an einer stark befahrenen Straße. Ist nicht zu ändern.
Die Zimmer im Standardbereich sind sehr hellhörig, dann lieber eine Kategorie (Superior) höher buchen.",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Instalaciones bien cuidadas, jardín moderno, limpio y hermoso, se ofrece café/té de forma gratuita (zona exterior abierta y de libre acceso) La ubicación está justo en una calle muy transitada. No se puede cambiar.
Las habitaciones de la categoría estándar son muy ruidosas, por lo que es mejor reservar una categoría superior (superior).",
"De tuinen zijn erg mooi en de receptie erg behulpzaam
Jammer dat men niet met creditcard kan betalen, ende wifi niet werkt! 
Op booking stond dit niet vermeld Zie boven",4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Los jardines son muy bonitos y la recepción muy servicial.
¡Qué pena que no puedas pagar con tarjeta de crédito y que el WiFi no funcione! 
Esto no se mencionó en la reserva. Ver arriba",
"Es handelt sich um eine wirklich schöne Anlage, viele Pflanzen, viele Kolibris und andere Vögel fliegen herum. Die Zimmer sind kleine Bungalows mit Privatsphäre, da alles schön bepflanzt ist. Die Deko ist zauberhaft und die Innenausstattung ist sehr gut. Kühlschrank vorhanden, nette Terrasse, schicke Bäder. Es kommt aber auch eben darauf an, wo der Bungalow gelegen ist…. Zuerst hatten wir ein Häuschen direkt am Eingang der Anlage, der Lärm am Morgen durch die viel befahrene Straße war unerträglich. Bereits um 5 Uhr morgens war kein Schlaf mehr zu bekommen. Außerdem kräht das Federvieh der auf dem Grundstück wohnenden Familie, kann man schön finden, wir leider nicht. Die Familie hat mind. 4 Hunde, die wir zwar mögen, aber die überall liegenden Hundehaufen nicht. Am letzten Tag bin ich mit FlipFlops in einen Kothaufen getreten, widerlich! Unser erstes Haus hatte außerdem einen hässlichen Blick auf eine Holzwand. Die Chefin war sehr nett und gab uns dann Haus Nr. 14 fast am Ende der Anlage, hier war der Blick sehr schön und es war ruhig-es kommt halt darauf an, welches Haus man erwischt! 
An 2 von 4 Tagen gab es kein Frühstück wegen Urlaub der Angestellten, hätte man ggf. vorher mal erwähnen können…. Das Federvieh des Hauses schwimmt im Pool und kackt um den Pool herum, nicht sehr hygienisch. An einem Nachmittag veranstaltete die Familie eine Geburtstagsparty im Pool, der also nach unserer Wanderung für uns nicht nutzbar war. Als wir uns zumindest 20 min zum Essen hinsetzten, durften wir das, wurden aber von allen Partygästen ununterbrochen wie Eindringlinge beäugt, was nicht schön war, somit sind wir dann gegangen. Alles in allem eine wunderschöne Anlage, toll bepflanzt, liebevoll dekoriert, aber willkommen haben wir uns überhaupt nicht gefühlt. Die Ausscheidungen der Familientiere sollten entfernt werden und ein Haus im hinteren Teil wäre zu empfehlen.",3,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Es una instalación realmente hermosa, con muchas plantas, muchos colibríes y otras aves volando alrededor. Las habitaciones son pequeños bungalows con privacidad ya que todo está bellamente plantado. La decoración es mágica y el interior muy bueno. Nevera disponible, bonita terraza, baños elegantes. Pero también depende de dónde esté situado el bungalow... Al principio teníamos una casita justo en la entrada del complejo, el ruido de la calle concurrida por la mañana era insoportable. A las cinco de la mañana ya no era posible dormir. Además, cantan las aves de corral de la familia que vive en la propiedad, lo cual es agradable, pero lamentablemente nosotros no. La familia tiene al menos 4 perros, lo cual nos gusta, pero no nos gusta la caca de perro tirada por todas partes. El último día pisé un montón de caca con chanclas, ¡asqueroso! Nuestra primera casa también tenía una fea pared de madera. El jefe fue muy amable y nos dio la casa número 14 casi al final del complejo. La vista era muy bonita y tranquila, ¡solo depende de la casa que consigas! 
En 2 de 4 días no hubo desayuno porque los empleados estaban de vacaciones, esto se podría haber mencionado de antemano... Las aves de corral de la casa nadan en la piscina y defecan alrededor de la piscina, lo que no es muy higiénico. Una tarde la familia celebró una fiesta de cumpleaños en la piscina, así que no pudimos usarla después de nuestra caminata. Cuando nos sentamos a comer durante al menos 20 minutos, nos permitieron hacerlo, pero todos los invitados a la fiesta seguían mirándonos como intrusos, lo cual no era agradable, así que nos fuimos. En definitiva, unas instalaciones preciosas, bellamente plantadas y decoradas con mucho cariño, pero no nos sentimos bienvenidos en absoluto. Se deberían eliminar las heces de los animales de la familia y se recomendaría una casa en la parte trasera.",
"sehr geräumige Zimmer und sehr sauber die relativ große Anlage hat etwas Camping-Platz-Atmosphäre. Es gibt zwar schöne Pflanzen, aber auch überall Kunstrasenwege. 
Die Damen beim Frühstück sind nicht sehr motiviert und das Frühstück an sich eher einfach und nicht besonders gut.",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Habitaciones muy espaciosas y muy limpias, las instalaciones relativamente grandes tienen un ambiente de camping. Hay hermosas plantas, pero también hay senderos de césped artificial por todas partes. 
Las señoras que desayunan no están muy motivadas y el desayuno en sí es bastante sencillo y no especialmente bueno.",
"Schöner Garten und gute Lage, sehr sauber Ziemlich verkitscht, Personal unfreundlich, sehr komplizierte Zahlung",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Bonito jardín y buena ubicación, muy limpio. Bastante cursi, personal antipático, pago muy complicado.",
"Combinatie van zwembad, appartement en ligging. Alleen cash betalen, ongunstige koers voor de lokale colon ten opzichte van de dollar en de  wifi in het appartement was slecht.",4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Combinación de piscina, apartamento y ubicación. Solo pague en efectivo, tasa desfavorable para el colón local en comparación con el dólar y el WiFi en el apartamento era deficiente.",
